OBJECTID,SourceOID,ABCDMisc,ADSPermissionState,ContainmentDateTime,ControlDateTime,CreatedBySystem,IncidentSize,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalAcres,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsQuarantined,IsReimbursable,IsTrespass,IsUnifiedCommand,IsValid,LocalIncidentIdentifier,ModifiedBySystem,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,EstimatedFinalCost,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,IsCpxChild,CpxName,CpxID,SourceGlobalID,GlobalID,IncidentComplexityLevel,x,y
433366,33045669,,DEFAULT,,,wildcade,,,WYTDC,,,,,,,,,,Undetermined,,,,,1/1/2025 7:00:00 AM,,,,,,,,,RMCC,,,,,,East Zone Piles RX,,RX,FI,42.85873,-109.8598,,,{A761CEEE-F28B-4AF6-9150-985180D4068C},,0,,,0,,,,1,992500,wildcade,,,,Sublette,WYCPC,56035,,,,Private,Private,,,,,,,RM07,USFS,WYBTF,US-WY,,,,,,2025-WYBTF-992500,No Decision,,,,1/6/2025 6:01:52 PM,1/6/2025 6:02:29 PM,0,,,{F3F7ABFC-6425-4F37-BB85-90342274F567},372ea908-1189-474c-bc4a-b5a7be641fbf,,-109.8598,42.85873
433367,33045671,,DEFAULT,,,wildcade,,,WYTDC,,,,,,,,,,Undetermined,,,,,1/1/2025 7:00:00 AM,,,,,,,,,GBCC,,,,,,North Zone Piles RX,,RX,FI,43.47599,-110.7613,,,{7B3E6F38-2CDA-4A75-8D54-C10D35F9B589},,0,,,0,,,,1,992501,wildcade,,,,Teton,WYTDC,56039,,,,Private,Private,,,,,,,GB10,USFS,WYBTF,US-WY,,,,,,2025-WYBTF-992501,No Decision,,,,1/6/2025 6:03:11 PM,1/6/2025 6:03:29 PM,0,,,{4FCB8277-0D47-4326-ACC5-6A8FFA621341},fe5e6240-eea1-4280-9857-7b6b41ec23b6,,-110.7613,43.47599
433369,33045672,,DEFAULT,,,wildcade,,,WYTDC,,,,,,,,,,Undetermined,,,,,1/1/2025 7:00:00 AM,,,,,,,,,GBCC,,,,,,West Zone Piles RX,,RX,FI,42.721,-110.9309,,,{A12DB0DE-49AF-4B00-A40D-374A79E7150D},,0,,,0,,,,1,992502,wildcade,,,,Lincoln,WYTDC,56023,,,,Private,Private,,,,,,,GB10,USFS,WYBTF,US-WY,,,,,,2025-WYBTF-992502,No Decision,,,,1/6/2025 6:04:14 PM,1/6/2025 6:04:14 PM,0,,,{C1EF1612-0C4B-4DDD-85E2-6629789C8C13},77d505ad-57b3-47a2-a82a-8e7928853e3e,,-110.9309,42.721
434919,33047226,,DEFAULT,,,wildcade,,,NMTDC,,,,,,,,,,Undetermined,,,,,1/1/2025 7:01:00 AM,,,,,,,,,SWCC,,,,,,Highway 150 Piles RX,,RX,FI,36.589988,-105.487225,,,{CE4B354D-2DE3-4A48-B8CF-A59B5D1849DC},,0,,,0,,,,1,000023,wildcade,,,,Taos,NMTDC,35055,USFS,NMCAF,,USFS,Federal,,,,,,,SW10,USFS,NMCAF,US-NM,,,,,,2025-NMCAF-000023,No Decision,,,,1/14/2025 10:27:37 PM,1/15/2025 6:26:09 PM,0,,,{D1023DD9-E993-4583-83F5-12B4970E6F36},7ace4796-9d65-4bdd-ac12-ce0196b8a63c,,-105.487225,36.589988
434606,33046913,,DEFAULT,,,IROC,,,INIIC,,,,,,,,,,,,,,,1/1/2025 12:00:00 PM,,,,,,,,,EACC,,,,,,2025 HOF - Prescribed Fire (RX) Support,,RX,FI,,,,,{D30168ED-2299-4A99-8ACF-9EF257C66E5A},,0,,,0,,,,1,250005,IROC,,,,Perry,INIIC,18123,,,,Private,Private,,,,,,,EA14,USFS,INHOF,US-IN,,,,,,2025-INHOF-250005,No Decision,,,,1/13/2025 12:22:23 PM,1/13/2025 12:22:23 PM,0,,,{F8BADE99-7BEE-4B2C-BE9D-A9A553923442},fb991c2c-c7ea-4bcc-9cf2-cfc43909f5f3,,-86.74583,37.9410667
430372,33044660,,DEFAULT,,,cfcad,0.01,0.01,CASLCC,,,,,,,,,,Undetermined,,,,,1/1/2025 3:11:16 PM,,,,,,,,,OSCC,,,,,,CHIMNEY ROCK RANCH RX BURN,,RX,FI,35.672712,-120.822712,,,{3B7A6DBB-A1F4-4618-9E4B-AB59BDF3F82C},,0,0,0,0,0,0,,1,000013,cfcad,,,,San Luis Obispo,CASLCC,06079,,,,Private,Private,,,,,,,SC07,CAL FIRE,CASLU,US-CA,,,,,,2025-CASLU-000013,No Decision,,,,1/1/2025 7:23:02 PM,1/5/2025 6:50:58 PM,0,,,{29E0F918-261C-4899-82E6-D6BBD08A4278},20562ce4-c800-4adf-a99c-a86e85ad0030,,-120.822712,35.672712
430261,33044549,,DEFAULT,,,IROC,,,AZFDC,,,,,,,,,,,,,,,1/1/2025 3:27:00 PM,,,,,,,,,SWCC,,,,,,2025 AZ-COF RX Fire Support,,RX,FI,,,,,{814B3818-9FAF-42E4-813D-7BF04D3D19C2},,0,,,0,,,,1,000003,IROC,,,,Coconino,AZFDC,04005,,,,Private,Private,,,,,,,SW05,USFS,AZCOF,US-AZ,,,,,,2025-AZCOF-000003,No Decision,,,,1/1/2025 3:33:31 PM,1/1/2025 3:33:31 PM,0,,,{3E19852E-BFD8-4AB8-B1C0-8B3ABAD9CC9F},b5e3591e-8dc8-4423-9fb9-383dbb862cc8,,-111.6752778,35.1863889
430718,33045004,,DEFAULT,,,wildcade,,,AKACDC,,,,,,,,,,Undetermined,,,,,1/1/2025 5:00:00 PM,,,,,,,,,AICC,,,,,,CY25 Wharf Ave RX,,RX,FI,60.487802,-150.866415,,,{4D4D88A2-D9AD-44BE-9312-7D93595121CA},,0,1,,0,,,,1,250003,wildcade,,,,Kenai Peninsula,AKACDC,02122,DNR,AKDNS,,Private,Private,,,,,,,AK14,DVF,AKKKS,US-AK,,,,,,2025-AKKKS-250003,No Decision,,,,1/2/2025 6:51:31 PM,1/2/2025 6:52:48 PM,0,,,{FE8AD9D2-FCAF-453F-80AD-A1F668D2764D},5f680bbc-9675-4b4b-bda4-96306bad3b70,,-150.866415,60.487802
430759,33045047,,DEFAULT,,,wildcade,,,AKACDC,,,,,,,,,,Undetermined,,,,,1/1/2025 5:00:00 PM,,,,,,,,,AICC,,,,,,CY25 Alut Ave Project RX,,RX,FI,59.750568,-151.756278,,,{9B15CEBD-4414-47C3-85F2-5B5F3BCC8BDA},,0,1,,0,,,,1,250002,wildcade,,,,Kenai Peninsula,AKACDC,02122,DNR,AKDNS,,Private,Private,,,,,,,AK14,DVF,AKKKS,US-AK,,,,,,2025-AKKKS-250002,No Decision,,,,1/2/2025 7:30:22 PM,1/2/2025 9:35:46 PM,0,,,{44335AA0-3895-41C9-AF28-E88FE5D2013D},cb770b7e-becc-4a2e-99c4-241bee165e50,,-151.756278,59.750568
430760,33045048,,DEFAULT,,,wildcade,,,AKACDC,,,,,,,,,,Human,,,,,1/1/2025 5:00:00 PM,,,,,,,,,AICC,,,,,,CY25 Morgan's Landing RX,,RX,FI,60.503372,-150.863667,,,{451FB71F-6A1F-4E4B-9AD9-718964244ED6},,0,1,,0,,,,1,250001,wildcade,,,,Kenai Peninsula,AKACDC,02122,DNR,AKDNS,,Private,Private,,,,,,,AK14,DVF,AKKKS,US-AK,,,,,,2025-AKKKS-250001,No Decision,,,,1/2/2025 7:30:44 PM,1/2/2025 10:22:44 PM,0,,,{2947E18B-A9AB-4996-AF25-DA9D8B64E72D},63c9036b-060d-4353-bece-f1be6dc3e286,,-150.863667,60.503372
433360,33045663,,DEFAULT,,,wildcade,0.1,0.1,AKNFDC,,,,,,,,,,Human,,,,,1/1/2025 5:47:00 PM,,,,,,,,,AICC,,,,,,2025 Nenana Ridge RX,,RX,FI,64.653617,-148.69,,,{707BB1B7-760F-42BF-9A1F-A4969748E69B},,0,1,,0,,,,1,250712,wildcade,,,,Southeast Fairbanks,AKNFDC,02240,DNR,AKDNS,,State,Other,,,,,,,AK01W,DVF,AKFAS,US-AK,,,,,,2025-AKFAS-250712,No Decision,,,,1/6/2025 5:48:40 PM,1/8/2025 7:41:39 PM,0,,,{1554860F-3DB3-4560-849C-3D98C7E50D80},a8a0c9dd-ab08-4f1f-b639-3e182c1aa484,,-145.836494,64.146386
430361,33044650,,DEFAULT,,,wildcade,,,CAOVCC,,,,,,,,,,Undetermined,,,,,1/1/2025 6:48:55 PM,,,,,,,,,OSCC,,,,,,2025 INF RX FIRE AND FUELS,,RX,FI,37.362648,-118.411063,,,{69E18063-BC7A-48AE-843A-0D4D273CC02D},,0,,,0,,,,1,000007,wildcade,,,,Inyo,CAOVCC,06027,BIA,CACCA,,BIA,Federal,,,,,,,SC16,USFS,CAINF,US-CA,,,,,,2025-CAINF-000007,No Decision,,,,1/1/2025 7:08:28 PM,1/1/2025 7:08:28 PM,0,,,{F4DFCFFC-A790-465F-897E-8F17379D0EF6},0b901cb1-2524-4389-a59f-78ceddcc5129,,-118.411063,37.362648
430360,33044648,,DEFAULT,,,wildcade,,,CAOVCC,,,,,,,,,,Undetermined,,,,,1/1/2025 7:01:34 PM,,,,,,,,,OSCC,,,,,,2025 INF RX SUPPLIES,,RX,FI,37.362648,-118.411063,,,{4741EE20-FFCB-4E43-9DB4-59DABE8E2417},,0,,,0,,,,1,000008,wildcade,,,,Inyo,CAOVCC,06027,BIA,CACCA,,BIA,Federal,,,,,,,SC16,USFS,CAINF,US-CA,,,,,,2025-CAINF-000008,No Decision,,,,1/1/2025 7:04:05 PM,1/1/2025 7:04:05 PM,0,,,{B4D1A332-10DF-4E54-9A41-2F4C8B41AC79},446d6d1a-afd9-480f-81df-09001bfe5781,,-118.411063,37.362648
431274,33045560,,DEFAULT,,,firesponse,55.6,55.6,TXTIC,,,,,,,,,,Undetermined,,,,,1/2/2025 2:49:11 PM,Type 5 Incident,,,,,,,,SACC,,,,,,Rx Anderson 0042,,RX,FI,31.77694444,-95.56277778,,,{1DE7E499-9FD2-42F8-A913-AAE00641FF58},,0,,,0,,,0,1,250042,firesponse,0,,,Anderson,TXTIC,48001,,,,Private,Private,,,,,,,SA12,SFS,TXTXS,US-TX,,,,,,2025-TXTXS-250042,No Decision,,,,1/6/2025 2:35:19 PM,1/6/2025 2:35:19 PM,0,,,{6410E625-6E3D-457C-9F49-E090A830ECB4},5e493d3e-8980-4f6d-b0ba-6e168b56bd32,Type 5 Incident,-95.56277778,31.77694444
430492,33044779,,DEFAULT,,,wildcade,,,WYCPC,,,,,,,,,,Undetermined,,,,,1/2/2025 2:52:55 PM,,,,,,,,,RMCC,,,,,,Casper Field Office Piles RX,,RX,FI,42.5777,-106.3525,,,{1A61EEC9-DF73-4887-A969-CEC08F383FB6},,0,,,0,,,,1,250001,wildcade,,,,Natrona,WYCPC,56025,BLM,WYCAD,,BLM,Federal,,,,,,,RM08,BLM,WYCAD,US-WY,,,,,,2025-WYCAD-250001,No Decision,,,,1/2/2025 2:53:58 PM,1/10/2025 2:46:12 PM,0,,,{062C4062-F609-44A1-9445-C607A24A5BC0},7275890d-5987-4c05-bdef-7f582d21fc59,,-106.716,42.505167
430515,33044801,,DEFAULT,,,IROC,,,MTKDC,,,,,,,,,,,,,,,1/2/2025 3:36:00 PM,,,,,,,,,NRCC,,,,,,2025 KNF RX Burning,,RX,FI,,,,,{85371DC7-3CB3-47B4-8E1A-00AEAF09F9A7},,0,,,0,,,,1,000002,IROC,,,,Lincoln,MTKDC,30053,,,,Private,Private,,,,,,,NR02,USFS,MTKNF,US-MT,,,,,,2025-MTKNF-000002,No Decision,,,,1/2/2025 3:37:34 PM,1/2/2025 3:37:34 PM,0,,,{35D893F1-1226-4163-9E9F-5BA690DA05AF},ca2fc76d-2c5a-440d-a1f6-87f8e7d02ca5,,-115.5771667,48.3996667
430519,33044805,,DEFAULT,,,wildcade,,,ORJDCC,,,,,,,,,,Undetermined,,,,,1/2/2025 3:36:59 PM,,,,,,,,,NWCC,,,,,,RX PRAIRIE CITY PILE BURNING 2025,,RX,FI,44.394002,-118.971048,,,{195EFB0B-B6E9-4B54-916D-17F12ED6835D},,0,,,0,,,,1,025006,wildcade,,,,Grant,ORJDCC,41023,,,,Private,Private,,,,,,,NW11,USFS,ORMAF,US-OR,,,,,,2025-ORMAF-025006,No Decision,,,,1/2/2025 3:42:08 PM,1/2/2025 3:42:21 PM,0,,,{7CDD5D98-50AA-4FF6-AEA5-8D925005AE7A},b55bb8f2-8def-4179-8aa7-8db4906feb9c,,-118.971048,44.394002
430524,33044812,,DEFAULT,,,wildcade,,,ORJDCC,,,,,,,,,,Undetermined,,,,,1/2/2025 3:43:31 PM,,,,,,,,,NWCC,,,,,,RX BLUE MOUNTAIN PILE BURNING 2025,,RX,FI,44.394002,-118.971048,,,{98D18A30-3D37-494C-9EEC-C51EDE7E2B57},,0,,,0,,,,1,025007,wildcade,,,,Grant,ORJDCC,41023,,,,Private,Private,,,,,,,NW11,USFS,ORMAF,US-OR,,,,,,2025-ORMAF-025007,No Decision,,,,1/2/2025 3:45:13 PM,1/2/2025 3:45:13 PM,0,,,{8A8F6A63-ABD3-4FA6-9931-897E550ACDD3},acc01f62-bc2b-452b-93b2-38a0c1dc547b,,-118.971048,44.394002
430614,33044901,,DEFAULT,,,cfcad,,0.01,CAYICC,,,,,,,,,,Undetermined,,,,,1/2/2025 4:15:04 PM,,,,,,,,,ONCC,,,,,,2025 OAK KNOLL PILES RX,,RX,FI,41.839444,-122.849444,,,{69D7E66C-AACF-4AF9-9799-4CEBED75B45B},,0,0,0,0,0,0,,1,000122,cfcad,,,,Siskiyou,CAYICC,06093,USFS,CAKNF,,USFS,Federal,,,,,,,NC04,USFS,CAKNF,US-CA,,,,,,2025-CAKNF-000122,No Decision,,,,1/2/2025 5:25:54 PM,1/2/2025 5:25:54 PM,0,,,{F0C13079-9C7F-45DF-AF01-9659D3490032},79c8ae06-d776-4a0a-a3ca-332d8a4d685d,,-122.849444,41.839444
430617,33044902,,DEFAULT,,,cfcad,,0.01,CAYICC,,,,,,,,,,Undetermined,,,,,1/2/2025 4:15:50 PM,,,,,,,,,ONCC,,,,,,2025 HAPPY CAMP PILES RX,,RX,FI,41.796388,-123.374166,,,{E3044831-9077-4D5E-9ECF-95E0876D8739},,0,0,0,0,0,0,,1,000123,cfcad,,,,Siskiyou,CAYICC,06093,,,,Private,Private,,,,,,,NC04,USFS,CAKNF,US-CA,,,,,,2025-CAKNF-000123,No Decision,,,,1/2/2025 5:25:58 PM,1/2/2025 5:25:58 PM,0,,,{476C05CD-5FA3-4AF4-B810-A1619BB6FCB8},949c9311-5f3e-4f7d-afe6-b3fd3f7b0e87,,-123.374166,41.796388
430615,33044903,,DEFAULT,,,cfcad,,0.01,CAYICC,,,,,,,,,,Undetermined,,,,,1/2/2025 4:19:13 PM,,,,,,,,,ONCC,,,,,,2025 SSRD PILES RX,,RX,FI,41.456944,-122.8975,,,{06CEBDF2-47C7-4593-8FBE-90B4CCFCAD71},,0,0,0,0,0,0,,1,000125,cfcad,,,,Siskiyou,CAYICC,06093,,,,Private,Private,,,,,,,NC04,USFS,CAKNF,US-CA,,,,,,2025-CAKNF-000125,No Decision,,,,1/2/2025 5:26:02 PM,1/2/2025 5:26:02 PM,0,,,{73D5BF85-01CE-4E1D-913B-9DAB43750F3F},f3dcd761-f4e8-4a9b-911b-1b35bf4a309d,,-122.8975,41.456944
430619,33044904,,DEFAULT,,,cfcad,,0.01,CAYICC,,,,,,,,,,Undetermined,,,,,1/2/2025 4:22:13 PM,,,,,,,,,ONCC,,,,,,2025 GOOSENEST PILES RX,,RX,FI,41.78475,-122.042506,,,{ECE021F4-EE7B-4239-8368-50E3E8632B76},,0,0,0,0,0,0,,1,000126,cfcad,,,,Siskiyou,CAYICC,06093,,,,Private,Private,,,,,,,NC06,USFS,CAKNF,US-CA,,,,,,2025-CAKNF-000126,No Decision,,,,1/2/2025 5:26:03 PM,1/2/2025 5:26:03 PM,0,,,{545A641E-07AF-4B06-9848-C093F387CC80},37865bb7-31a6-418b-80e3-65ef7ef8b2c2,,-122.042506,41.78475
434897,33047204,,DEFAULT,,,wildcade,,,ORCOC,,,,,,,,,,Undetermined,,,,,1/2/2025 4:34:56 PM,,,,,,,,,NWCC,,,,,,RV RIVERS PILES 2025 RX,,RX,FI,43.950269,-120.737695,,,{ECE50F44-94C1-4D9E-9FF7-AB1F7A098185},,0,,,0,,,,1,000002,wildcade,,,,Crook,ORCOC,41013,BLM,ORPRD,,BLM,Federal,,,,,,,NW06,BLM,ORPRD,US-OR,,,,,,2025-ORPRD-000002,No Decision,,,,1/14/2025 8:45:01 PM,1/14/2025 8:45:01 PM,0,,,{9E001417-9278-4F60-B63E-E2BA07B76B82},9541c8c6-896f-4a29-ace9-21dfc05115b1,,-120.737695,43.950269
430927,33045213,,DEFAULT,,,wildcade,,,MTMCC,,,,,,,,,,Undetermined,,,,,1/2/2025 4:40:00 PM,,,,,,,,,NRCC,,,,,,Deer Creek Piles RX,,RX,FI,45.674256,-106.03425,,,{902A4429-6EB1-4E6F-A95C-0728572458D1},,0,,,0,,,,1,000001,wildcade,,,,Powder River,MTMCC,30075,USFS,MTCGF,,USFS,Federal,,,,,,,NR14,USFS,MTCGF,US-MT,,,,,,2025-MTCGF-000001,No Decision,,,,1/3/2025 4:42:15 PM,1/3/2025 4:42:15 PM,0,,,{1242A805-D711-4A7A-89F8-E970A96DB605},d61416b5-166a-4fb1-9609-64908acc2b23,,-106.03425,45.674256
430582,33044871,,DEFAULT,,,cfcad,,0.01,CASIFC,,,,,,,,,,Undetermined,,,,,1/2/2025 4:52:38 PM,,,,,,,,,ONCC,,,,,,2025 HCRD BURN PILES RX,,RX,FI,40.42182,-120.651352,,,{3756C875-0C4F-4EEE-BFBA-77F85260C81B},,0,,,0,,,,1,000027,cfcad,,,,Lassen,CASIFC,06035,USFS,CALNF,,USFS,Federal,,,,,,,NC07,USFS,CALNF,US-CA,,,,,,2025-CALNF-000027,No Decision,,,,1/2/2025 4:54:08 PM,1/2/2025 4:54:08 PM,0,,,{D0B1EA5A-FB19-4E7F-8D5C-30B630FA1EB8},2113ff65-86ee-427b-990a-78564d6435d5,,-120.651352,40.42182
430588,33044873,,DEFAULT,,,cfcad,,0.01,CASIFC,,,,,,,,,,Undetermined,,,,,1/2/2025 4:59:14 PM,,,,,,,,,ONCC,,,,,,2025 ELRD BURN PILES RX,,RX,FI,40.42182,-120.651352,,,{EC68EEDC-EDF2-4D73-A411-535F3CF37A5C},,0,,,0,,,,1,000029,cfcad,,,,Lassen,CASIFC,06035,USFS,CALNF,,USFS,Federal,,,,,,,NC07,USFS,CALNF,US-CA,,,,,,2025-CALNF-000029,No Decision,,,,1/2/2025 5:00:17 PM,1/2/2025 5:00:17 PM,0,,,{1F1B61AC-18BD-4D74-9C4F-4D6DB5BD7899},7ad38424-1ccf-467c-bb69-ae70895d5b4d,,-120.651352,40.42182
430587,33044875,,DEFAULT,,,cfcad,,0.01,CASIFC,,,,,,,,,,Undetermined,,,,,1/2/2025 5:02:18 PM,,,,,,,,,ONCC,,,,,,2025 ALRD BURN PILES RX,,RX,FI,40.42182,-120.651352,,,{6D0BE50C-9E99-4E38-8BA9-BE5130979839},,0,,,0,,,,1,000030,cfcad,,,,Lassen,CASIFC,06035,USFS,CALNF,,USFS,Federal,,,,,,,NC07,USFS,CALNF,US-CA,,,,,,2025-CALNF-000030,No Decision,,,,1/2/2025 5:03:28 PM,1/2/2025 5:03:28 PM,0,,,{4AD9D3D9-BAE5-48E4-B059-793625AD7163},8902b001-05af-4569-970e-df6226353073,,-120.651352,40.42182
430622,33044909,,DEFAULT,,,cfcad,0.01,0.01,CASIFC,,,,,,,,,,Undetermined,,,,,1/2/2025 5:31:24 PM,,,,,,,,,ONCC,,,,,,2025 APPLEGATE PILE RX,,RX,FI,40.42241,-120.651173,,,{15CF015B-7AE7-4F14-A42C-84F883A1E9B8},,0,0,0,0,0,0,,1,000045,cfcad,,,,Lassen,CASIFC,06035,USFS,CALNF,,USFS,Federal,,,,,,,NC07,BLM,CANOD,US-CA,,,,,,2025-CANOD-000045,No Decision,,,,1/2/2025 5:32:15 PM,1/2/2025 5:32:22 PM,0,,,{A9D1E495-43A5-4AB0-BBEB-FB23CC49E0DF},62dddf21-3219-462b-a05d-93f9089bc949,,-120.651173,40.42241
430626,33044919,,DEFAULT,,,cfcad,0.01,0.01,CASIFC,,,,,,,,,,Undetermined,,,,,1/2/2025 5:35:37 PM,,,,,,,,,ONCC,,,,,,2025 SHASTA CO PILE RX,,RX,FI,40.42241,-120.651173,,,{94DEAA3D-74C9-4A7E-95B1-0F10CDBEB6C1},,0,0,0,0,0,0,,1,000048,cfcad,,,,Lassen,CASIFC,06035,USFS,CALNF,,USFS,Federal,,,,,,,NC07,BLM,CANOD,US-CA,,,,,,2025-CANOD-000048,No Decision,,,,1/2/2025 5:39:50 PM,1/2/2025 5:39:54 PM,0,,,{CA2822C1-6F00-4CE9-9A7A-D0962F0359F5},a368874d-c912-4512-8850-81849597c477,,-120.651173,40.42241
430638,33044921,,DEFAULT,,,cfcad,,0.01,CASIFC,,,,,,,,,,Undetermined,,,,,1/2/2025 5:38:37 PM,,,,,,,,,ONCC,,,,,,2025 TRINITY CO PILE RX,,RX,FI,40.42241,-120.651173,,,{90B9E990-127F-4719-B4F1-F8928954E365},,0,,,0,,,,1,000049,cfcad,,,,Lassen,CASIFC,06035,USFS,CALNF,,USFS,Federal,,,,,,,NC07,BLM,CANOD,US-CA,,,,,,2025-CANOD-000049,No Decision,,,,1/2/2025 5:39:59 PM,1/2/2025 5:39:59 PM,0,,,{8E1D04AC-3926-4501-86B7-11E39D6CC9B7},fe57993b-f9e6-48a5-be98-98dc90edfcee,,-120.651173,40.42241
430640,33044928,,DEFAULT,,,cfcad,,0.01,CASIFC,,,,,,,,,,Undetermined,,,,,1/2/2025 5:40:16 PM,,,,,,,,,ONCC,,,,,,2025 READING INDIAN CREEK PILE RX,,RX,FI,40.42241,-120.651173,,,{7992E3CD-4634-41EA-A5CC-561338ED60E9},,0,,,0,,,,1,000051,cfcad,,,,Lassen,CASIFC,06035,USFS,CALNF,,USFS,Federal,,,,,,,NC07,BLM,CANOD,US-CA,,,,,,2025-CANOD-000051,No Decision,,,,1/2/2025 5:41:14 PM,1/2/2025 5:41:14 PM,0,,,{7CB7A9CA-8662-4464-B3CA-8B055243638D},0c3a7bc6-f881-4756-81ed-a0db6d8b82cf,,-120.651173,40.42241
430635,33044935,,DEFAULT,,,cfcad,,0.01,CASIFC,,,,,,,,,,Undetermined,,,,,1/2/2025 5:41:53 PM,,,,,,,,,ONCC,,,,,,2025 ARCATA FILED OFFICE PILE RX,,RX,FI,40.42241,-120.651173,,,{5196E916-CED8-490D-9A61-E107FB784DC9},,0,,,0,,,,1,000052,cfcad,,,,Lassen,CASIFC,06035,USFS,CALNF,,USFS,Federal,,,,,,,NC07,BLM,CANOD,US-CA,,,,,,2025-CANOD-000052,No Decision,,,,1/2/2025 5:42:45 PM,1/2/2025 5:42:45 PM,0,,,{B4807F38-A728-48B1-9298-3B00447436EF},318d056c-53a7-4b1f-8d4f-9a62f79f844c,,-120.651173,40.42241
430647,33044938,,DEFAULT,,,cfcad,,0.01,CASIFC,,,,,,,,,,Undetermined,,,,,1/2/2025 5:43:51 PM,,,,,,,,,ONCC,,,,,,2025 LNP PILE RX,,RX,FI,40.497881,-121.399225,,,{F42FF28B-7BBC-4BB0-87EE-F3700BB4CDFE},,0,,,0,,,,1,000054,cfcad,,,,Shasta,CASIFC,06089,NPS,CALNP,,NPS,Federal,,,,,,,NC07,NPS,CALNP,US-CA,,,,,,2025-CALNP-000054,No Decision,,,,1/2/2025 5:44:45 PM,1/2/2025 5:44:45 PM,0,,,{3DD1BF29-1569-491A-A889-20243DA54CE0},2b5e90cf-bf19-4636-a7e7-a013f3cbedfb,,-121.399225,40.497881
430720,33045008,,DEFAULT,,,wildcade,,,OREIC,,,,,,,,,,Undetermined,,,,,1/2/2025 6:57:04 PM,,,,,,,,,NWCC,,,,,,2025 NOD RX Piles,,RX,FI,44.874244,-123.023636,,,{B8E0CCD0-3D89-4194-B19D-176ACC685178},,0,,,0,,,,1,250030,wildcade,,,,Marion,OREIC,41047,BLM,ORNOD,,BLM,Federal,,,,,,,NW03,BLM,ORNOD,US-OR,,,,,,2025-ORNOD-250030,No Decision,,,,1/2/2025 6:58:23 PM,1/2/2025 6:58:31 PM,0,,,{E761951E-86D2-4F56-955E-EBE00AC830DC},4ab0ef75-8c8f-4bce-bc04-8d0a43f8546d,,-123.023636,44.874244
430723,33045009,,DEFAULT,,,wildcade,,,OREIC,,,,,,,,,,Undetermined,,,,,1/2/2025 6:59:45 PM,,,,,,,,,NWCC,,,,,,2025 SUF RX Piles,,RX,FI,44.564101,-123.287699,,,{2B0F0121-01A3-4ECC-8F98-06677B9B811E},,0,,,0,,,,1,250031,wildcade,,,,Benton,OREIC,41003,,,,Private,Private,,,,,,,NW03,USFS,ORSUF,US-OR,,,,,,2025-ORSUF-250031,No Decision,,,,1/2/2025 7:01:28 PM,1/2/2025 7:01:28 PM,0,,,{3AEF9CE2-5413-41D4-A88F-34A738DDB44F},5922f159-c558-4de8-b04d-0aad375188bd,,-123.287699,44.564101
430724,33045012,,DEFAULT,,,wildcade,,,OREIC,,,,,,,,,,Undetermined,,,,,1/2/2025 7:02:26 PM,,,,,,,,,NWCC,,,,,,2025 SRZ RX Piles,,RX,FI,44.728099,-122.182045,,,{B351657E-EFC0-402C-8B71-95A072EC300F},,0,,,0,,,,1,250032,wildcade,,,,Marion,OREIC,41047,USFS,ORWIF,,USFS,Federal,,,,,,,NW03,USFS,ORWIF,US-OR,,,,,,2025-ORWIF-250032,No Decision,,,,1/2/2025 7:03:27 PM,1/2/2025 7:03:27 PM,0,,,{4E9D9CD1-741B-4FA4-BE98-C83F2C67461A},8345d37f-29a7-4664-9482-2d2dba7d66e1,,-122.182045,44.728099
